0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2.3057,77.33,122.11,143.73,190.41,187.38,234.59,303.51,217.96,260.05,180.8,146.24,137.59
9.7014,209.3,222.65,196.66,208.41,281.19,255.31,270.74,217.82,221.96,196.64,171.1,147.98
4.1157,37.617,57.42,55.135,70.913,97.658,70.621,64.259,80.563,75.046,68.248,61.269,50.054
