4.4422,70.498,90.069,73.876,74.653,85.403,89.119,76.324,81.926,73.612,76.824,63.46,54.713
11.778,272.21,281.3,242.22,259.9,350.41,330.58,291.52,289.9,232.88,204.65,180.62,166.85
3.9435,48.846,30.17,29.673,29.026,38.184,39.977,45.08,42.757,44.071,39.878,38.377,35.012
0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
